,path,conversion,path_count,conversion_rate,path_list,step
117,Facebook>Online Video>Online Display,2,13,0.15384615384615385,"['Facebook', 'Online Video', 'Online Display']",3
118,Facebook>Online Video>Paid Search,3,32,0.09375,"['Facebook', 'Online Video', 'Paid Search']",3
119,Facebook>Online Video>Paid Search>Facebook>Online Video>Facebook,1,1,1.0,"['Facebook', 'Online Video', 'Paid Search', 'Facebook', 'Online Video', 'Facebook']",6
120,Facebook>Online Video>Paid Search>Online Video,2,17,0.11764705882352941,"['Facebook', 'Online Video', 'Paid Search', 'Online Video']",4
121,Facebook>Online Video>Paid Search>Online Video>Paid Search,1,1,1.0,"['Facebook', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search']",5
122,Facebook>Online Video>Paid Search>Online Video>Paid Search>Online Video,1,3,0.3333333333333333,"['Facebook', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video']",6
123,Facebook>Paid Search,65,1462,0.04445964432284542,"['Facebook', 'Paid Search']",2
124,Facebook>Paid Search>Facebook,26,405,0.06419753086419754,"['Facebook', 'Paid Search', 'Facebook']",3
125,Facebook>Paid Search>Facebook>Instagram,1,64,0.015625,"['Facebook', 'Paid Search', 'Facebook', 'Instagram']",4
126,Facebook>Paid Search>Facebook>Instagram>Facebook,3,43,0.06976744186046512,"['Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook']",5
127,Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook,1,9,0.1111111111111111,"['Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",7
128,Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,2,0.5,"['Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",10
129,Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search,1,1,1.0,"['Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search']",8
130,Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram>Online Display>Instagram,1,1,1.0,"['Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Display', 'Instagram']",8
131,Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram>Online Video,1,1,1.0,"['Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Video']",7
132,Facebook>Paid Search>Facebook>Instagram>Facebook>Online Video>Facebook>Online Display,1,1,1.0,"['Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Online Display']",8
133,Facebook>Paid Search>Facebook>Instagram>Paid Search>Facebook>Paid Search,1,1,1.0,"['Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Paid Search']",7
134,Facebook>Paid Search>Facebook>Online Display>Facebook,1,5,0.2,"['Facebook', 'Paid Search', 'Facebook', 'Online Display', 'Facebook']",5
135,Facebook>Paid Search>Facebook>Online Display>Facebook>Online Display>Instagram,1,1,1.0,"['Facebook', 'Paid Search', 'Facebook', 'Online Display', 'Facebook', 'Online Display', 'Instagram']",7
136,Facebook>Paid Search>Facebook>Online Video>Facebook,1,6,0.16666666666666666,"['Facebook', 'Paid Search', 'Facebook', 'Online Video', 'Facebook']",5
137,Facebook>Paid Search>Facebook>Paid Search,3,18,0.16666666666666666,"['Facebook', 'Paid Search', 'Facebook', 'Paid Search']",4
138,Facebook>Paid Search>Facebook>Paid Search>Facebook>Paid Search>Facebook>Instagram,1,1,1.0,"['Facebook', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram']",8
139,Facebook>Paid Search>Facebook>Paid Search>Facebook>Paid Search>Facebook>Paid Search>Facebook>Paid Search,1,1,1.0,"['Facebook', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search']",10
140,Facebook>Paid Search>Facebook>Paid Search>Online Video>Paid Search>Online Video>Paid Search,1,1,1.0,"['Facebook', 'Paid Search', 'Facebook', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search']",8
141,Facebook>Paid Search>Instagram,7,156,0.04487179487179487,"['Facebook', 'Paid Search', 'Instagram']",3
142,Facebook>Paid Search>Instagram>Facebook,2,84,0.023809523809523808,"['Facebook', 'Paid Search', 'Instagram', 'Facebook']",4
143,Facebook>Paid Search>Instagram>Facebook>Instagram,1,13,0.07692307692307693,"['Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram']",5
144,Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,2,0.5,"['Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",8
145,Facebook>Paid Search>Instagram>Facebook>Online Video>Facebook>Instagram>Facebook,1,1,1.0,"['Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook']",8
146,Facebook>Paid Search>Instagram>Facebook>Paid Search>Online Video,1,1,1.0,"['Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Paid Search', 'Online Video']",6
147,Facebook>Paid Search>Instagram>Online Display,1,4,0.25,"['Facebook', 'Paid Search', 'Instagram', 'Online Display']",4
148,Facebook>Paid Search>Instagram>Paid Search,2,5,0.4,"['Facebook', 'Paid Search', 'Instagram', 'Paid Search']",4
149,Facebook>Paid Search>Instagram>Paid Search>Facebook,2,6,0.3333333333333333,"['Facebook', 'Paid Search', 'Instagram', 'Paid Search', 'Facebook']",5
150,Facebook>Paid Search>Online Display,1,66,0.015151515151515152,"['Facebook', 'Paid Search', 'Online Display']",3
151,Facebook>Paid Search>Online Display>Facebook,1,8,0.125,"['Facebook', 'Paid Search', 'Online Display', 'Facebook']",4
152,Facebook>Paid Search>Online Display>Facebook>Paid Search>Facebook>Paid Search,1,1,1.0,"['Facebook', 'Paid Search', 'Online Display', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search']",7
153,Facebook>Paid Search>Online Display>Online Video,1,4,0.25,"['Facebook', 'Paid Search', 'Online Display', 'Online Video']",4
154,Facebook>Paid Search>Online Display>Online Video>Instagram>Online Display,1,1,1.0,"['Facebook', 'Paid Search', 'Online Display', 'Online Video', 'Instagram', 'Online Display']",6
155,Facebook>Paid Search>Online Display>Paid Search,3,14,0.21428571428571427,"['Facebook', 'Paid Search', 'Online Display', 'Paid Search']",4
156,Facebook>Paid Search>Online Display>Paid Search>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Facebook', 'Paid Search', 'Online Display', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",8
157,Facebook>Paid Search>Online Video,3,47,0.06382978723404255,"['Facebook', 'Paid Search', 'Online Video']",3
158,Facebook>Paid Search>Online Video>Facebook>Instagram,1,3,0.3333333333333333,"['Facebook', 'Paid Search', 'Online Video', 'Facebook', 'Instagram']",5
159,Facebook>Paid Search>Online Video>Instagram>Facebook,1,5,0.2,"['Facebook', 'Paid Search', 'Online Video', 'Instagram', 'Facebook']",5
160,Instagram,1089,18084,0.060218978102189784,['Instagram'],1
161,Instagram>Facebook,307,6175,0.0497165991902834,"['Instagram', 'Facebook']",2
162,Instagram>Facebook>Instagram,103,1108,0.09296028880866426,"['Instagram', 'Facebook', 'Instagram']",3
163,Instagram>Facebook>Instagram>Facebook,75,941,0.07970244420828905,"['Instagram', 'Facebook', 'Instagram', 'Facebook']",4
164,Instagram>Facebook>Instagram>Facebook>Instagram,24,231,0.1038961038961039,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",5
165,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,22,280,0.07857142857142857,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",6
166,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,20,93,0.21505376344086022,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",7
167,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,7,105,0.06666666666666667,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",8
168,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,7,39,0.1794871794871795,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",9
169,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,7,56,0.125,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",10
170,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,5,22,0.22727272727272727,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",11
171,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,3,38,0.07894736842105263,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",12
172,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,9,0.1111111111111111,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",13
173,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,6,0.16666666666666666,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",15
174,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,2,0.5,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",18
175,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,6,0.16666666666666666,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",20
176,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,2,0.5,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",23
177,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,3,0.3333333333333333,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",25
178,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",28
179,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",28
180,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Online Video>Facebook,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook']",16
181,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Online Display,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Display']",10
182,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook']",13
183,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",18
184,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Online Display>Facebook,1,2,0.5,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook']",8
185,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Online Display>Paid Search,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Paid Search']",8
186,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search,1,6,0.16666666666666666,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search']",7
187,Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",11
188,Instagram>Facebook>Instagram>Facebook>Instagram>Online Display>Facebook>Instagram>Online Display>Facebook,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Display', 'Facebook', 'Instagram', 'Online Display', 'Facebook']",10
189,Instagram>Facebook>Instagram>Facebook>Instagram>Online Display>Instagram>Online Display>Instagram>Facebook>Online Display>Instagram>Paid Search>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Display', 'Instagram', 'Online Display', 'Instagram', 'Facebook', 'Online Display', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",17
190,Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Instagram,1,2,0.5,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Instagram']",7
191,Instagram>Facebook>Instagram>Facebook>Online Display>Facebook,1,4,0.25,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook']",6
192,Instagram>Facebook>Instagram>Facebook>Online Display>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",14
193,Instagram>Facebook>Instagram>Facebook>Online Display>Instagram,2,4,0.5,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Instagram']",6
194,Instagram>Facebook>Instagram>Facebook>Online Video,2,9,0.2222222222222222,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video']",5
195,Instagram>Facebook>Instagram>Facebook>Online Video>Paid Search>Instagram,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Paid Search', 'Instagram']",7
196,Instagram>Facebook>Instagram>Facebook>Paid Search,1,15,0.06666666666666667,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search']",5
197,Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook,1,10,0.1,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook']",6
198,Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram,1,5,0.2,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram']",7
199,Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook,1,3,0.3333333333333333,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook']",8
200,Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",9
201,Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook>Online Display,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Online Display']",13
202,Instagram>Facebook>Instagram>Facebook>Paid Search>Instagram,1,3,0.3333333333333333,"['Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Instagram']",6
203,Instagram>Facebook>Instagram>Online Display>Instagram,1,3,0.3333333333333333,"['Instagram', 'Facebook', 'Instagram', 'Online Display', 'Instagram']",5
204,Instagram>Facebook>Instagram>Online Display>Instagram>Online Display>Facebook>Instagram>Facebook,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Online Display', 'Instagram', 'Online Display', 'Facebook', 'Instagram', 'Facebook']",9
205,Instagram>Facebook>Instagram>Online Video>Facebook,1,7,0.14285714285714285,"['Instagram', 'Facebook', 'Instagram', 'Online Video', 'Facebook']",5
206,Instagram>Facebook>Instagram>Online Video>Facebook>Paid Search>Instagram,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Online Video', 'Facebook', 'Paid Search', 'Instagram']",7
207,Instagram>Facebook>Instagram>Online Video>Instagram>Facebook>Online Video>Facebook>Instagram>Facebook>Instagram>Facebook>Online Video,1,1,1.0,"['Instagram', 'Facebook', 'Instagram', 'Online Video', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video']",13
208,Instagram>Facebook>Instagram>Paid Search>Facebook,3,19,0.15789473684210525,"['Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook']",5
